entity	sub_entity	attribute	sub_attribute	value	comment	timestamp
VC40522	100bp		I (Breadth of Coverage)	0.963415729669		2015-04-04 03:09:10.830561
VC40522	100bp		I (Sum of Depths)	89483959		2015-04-04 03:09:10.830561
VC40522	100bp		I (Length)	15072434		2015-04-04 03:09:10.830561
VC40522	100bp		I (Depth of Coverage)	5.93692823601		2015-04-04 03:09:10.830561
VC40522	100bp		I (Bases Mapped)	14521020		2015-04-04 03:09:10.830561
VC40522	100bp		nuclear (Depth of Coverage)	6.04932294221		2015-04-04 03:09:10.830561
VC40522	100bp		nuclear (Length)	100272607		2015-04-04 03:09:10.830561
VC40522	100bp		nuclear (Sum of Depths)	606581382		2015-04-04 03:09:10.830561
VC40522	100bp		nuclear (Breadth of Coverage)	0.973598721733		2015-04-04 03:09:10.830561
VC40522	100bp		nuclear (Bases Mapped)	97625282		2015-04-04 03:09:10.830561
VC40522	100bp		MtDNA (Breadth of Coverage)	0.981586196897		2015-04-04 03:09:10.830561
VC40522	100bp		MtDNA (Sum of Depths)	2825014		2015-04-04 03:09:10.830561
VC40522	100bp		MtDNA (Length)	13794		2015-04-04 03:09:10.830561
VC40522	100bp		MtDNA (Depth of Coverage)	204.800202987		2015-04-04 03:09:10.830561
VC40522	100bp		MtDNA (Bases Mapped)	13540		2015-04-04 03:09:10.830561
VC40522	100bp		II (Breadth of Coverage)	0.971398392649		2015-04-04 03:09:10.830561
VC40522	100bp		II (Sum of Depths)	88597512		2015-04-04 03:09:10.830561
VC40522	100bp		II (Length)	15279421		2015-04-04 03:09:10.830561
VC40522	100bp		II (Depth of Coverage)	5.79848621227		2015-04-04 03:09:10.830561
VC40522	100bp		II (Bases Mapped)	14842405		2015-04-04 03:09:10.830561
VC40522	100bp		genome (mt_ratio)	33.8550619538		2015-04-04 03:09:10.830561
VC40522	100bp		genome (Bases Mapped)	97638822		2015-04-04 03:09:10.830561
VC40522	100bp		genome (Breadth of Coverage)	0.973599820378		2015-04-04 03:09:10.830561
VC40522	100bp		genome (Sum of Depths)	609406396		2015-04-04 03:09:10.830561
VC40522	100bp		genome (Length)	100286401		2015-04-04 03:09:10.830561
VC40522	100bp		genome (Depth of Coverage)	6.07666034401		2015-04-04 03:09:10.830561
VC40522	100bp		V (Breadth of Coverage)	0.980243718033		2015-04-04 03:09:10.830561
VC40522	100bp		V (Sum of Depths)	130638926		2015-04-04 03:09:10.830561
VC40522	100bp		V (Length)	20924180		2015-04-04 03:09:10.830561
VC40522	100bp		V (Depth of Coverage)	6.24344304054		2015-04-04 03:09:10.830561
VC40522	100bp		V (Bases Mapped)	20510796		2015-04-04 03:09:10.830561
VC40522	100bp		X (Breadth of Coverage)	0.992239096443		2015-04-04 03:09:10.830561
VC40522	100bp		X (Sum of Depths)	115045305		2015-04-04 03:09:10.830561
VC40522	100bp		X (Length)	17718942		2015-04-04 03:09:10.830561
VC40522	100bp		X (Depth of Coverage)	6.49278636388		2015-04-04 03:09:10.830561
VC40522	100bp		X (Bases Mapped)	17581427		2015-04-04 03:09:10.830561
VC40522	100bp		IV (Breadth of Coverage)	0.973064844752		2015-04-04 03:09:10.830561
VC40522	100bp		IV (Sum of Depths)	103986997		2015-04-04 03:09:10.830561
VC40522	100bp		IV (Length)	17493829		2015-04-04 03:09:10.830561
VC40522	100bp		IV (Depth of Coverage)	5.94421021264		2015-04-04 03:09:10.830561
VC40522	100bp		IV (Bases Mapped)	17022630		2015-04-04 03:09:10.830561
VC40522	100bp		III (Breadth of Coverage)	0.953801059664		2015-04-04 03:09:10.830561
VC40522	100bp		III (Sum of Depths)	78828683		2015-04-04 03:09:10.830561
VC40522	100bp		III (Length)	13783801		2015-04-04 03:09:10.830561
VC40522	100bp		III (Depth of Coverage)	5.71893652556		2015-04-04 03:09:10.830561
VC40522	100bp		III (Bases Mapped)	13147004		2015-04-04 03:09:10.830561
VC40035	76bp		I (Breadth of Coverage)	0.991546023688		2015-04-04 03:10:23.490205
VC40035	76bp		I (Sum of Depths)	270002792		2015-04-04 03:10:23.490205
VC40035	76bp		I (Length)	15072434		2015-04-04 03:10:23.490205
VC40035	76bp		I (Depth of Coverage)	17.9136821564		2015-04-04 03:10:23.490205
VC40035	76bp		I (Bases Mapped)	14945012		2015-04-04 03:10:23.490205
VC40035	76bp		nuclear (Depth of Coverage)	17.2286701891		2015-04-04 03:10:23.490205
VC40035	76bp		nuclear (Length)	100272607		2015-04-04 03:10:23.490205
VC40035	76bp		nuclear (Sum of Depths)	1727563675		2015-04-04 03:10:23.490205
VC40035	76bp		nuclear (Breadth of Coverage)	0.993650439347		2015-04-04 03:10:23.490205
VC40035	76bp		nuclear (Bases Mapped)	99635920		2015-04-04 03:10:23.490205
VC40035	76bp		MtDNA (Breadth of Coverage)	0.989778164419		2015-04-04 03:10:23.490205
VC40035	76bp		MtDNA (Sum of Depths)	3863992		2015-04-04 03:10:23.490205
VC40035	76bp		MtDNA (Length)	13794		2015-04-04 03:10:23.490205
VC40035	76bp		MtDNA (Depth of Coverage)	280.121212121		2015-04-04 03:10:23.490205
VC40035	76bp		MtDNA (Bases Mapped)	13653		2015-04-04 03:10:23.490205
VC40035	76bp		II (Breadth of Coverage)	0.992388062349		2015-04-04 03:10:23.490205
VC40035	76bp		II (Sum of Depths)	265786274		2015-04-04 03:10:23.490205
VC40035	76bp		II (Length)	15279421		2015-04-04 03:10:23.490205
VC40035	76bp		II (Depth of Coverage)	17.3950488045		2015-04-04 03:10:23.490205
VC40035	76bp		II (Bases Mapped)	15163115		2015-04-04 03:10:23.490205
VC40035	76bp		genome (mt_ratio)	16.2590152953		2015-04-04 03:10:23.490205
VC40035	76bp		genome (Bases Mapped)	99649573		2015-04-04 03:10:23.490205
VC40035	76bp		genome (Breadth of Coverage)	0.993649906731		2015-04-04 03:10:23.490205
VC40035	76bp		genome (Sum of Depths)	1731427667		2015-04-04 03:10:23.490205
VC40035	76bp		genome (Length)	100286401		2015-04-04 03:10:23.490205
VC40035	76bp		genome (Depth of Coverage)	17.2648300242		2015-04-04 03:10:23.490205
VC40035	76bp		V (Breadth of Coverage)	0.995489190018		2015-04-04 03:10:23.490205
VC40035	76bp		V (Sum of Depths)	362007844		2015-04-04 03:10:23.490205
VC40035	76bp		V (Length)	20924180		2015-04-04 03:10:23.490205
VC40035	76bp		V (Depth of Coverage)	17.3009333699		2015-04-04 03:10:23.490205
VC40035	76bp		V (Bases Mapped)	20829795		2015-04-04 03:10:23.490205
VC40035	76bp		X (Breadth of Coverage)	0.998345781594		2015-04-04 03:10:23.490205
VC40035	76bp		X (Sum of Depths)	310077124		2015-04-04 03:10:23.490205
VC40035	76bp		X (Length)	17718942		2015-04-04 03:10:23.490205
VC40035	76bp		X (Depth of Coverage)	17.4997538792		2015-04-04 03:10:23.490205
VC40035	76bp		X (Bases Mapped)	17689631		2015-04-04 03:10:23.490205
VC40035	76bp		IV (Breadth of Coverage)	0.993871667546		2015-04-04 03:10:23.490205
VC40035	76bp		IV (Sum of Depths)	285705151		2015-04-04 03:10:23.490205
VC40035	76bp		IV (Length)	17493829		2015-04-04 03:10:23.490205
VC40035	76bp		IV (Depth of Coverage)	16.3317676765		2015-04-04 03:10:23.490205
VC40035	76bp		IV (Bases Mapped)	17386621		2015-04-04 03:10:23.490205
VC40035	76bp		III (Breadth of Coverage)	0.988243083312		2015-04-04 03:10:23.490205
VC40035	76bp		III (Sum of Depths)	233984490		2015-04-04 03:10:23.490205
VC40035	76bp		III (Length)	13783801		2015-04-04 03:10:23.490205
VC40035	76bp		III (Depth of Coverage)	16.9753241504		2015-04-04 03:10:23.490205
VC40035	76bp		III (Bases Mapped)	13621746		2015-04-04 03:10:23.490205
VC20562	76bp		I (Breadth of Coverage)	0.998372061208		2015-04-04 03:18:35.424340
VC20562	76bp		I (Sum of Depths)	247463074		2015-04-04 03:18:35.424340
VC20562	76bp		I (Length)	15072434		2015-04-04 03:18:35.424340
VC20562	76bp		I (Depth of Coverage)	16.4182556049		2015-04-04 03:18:35.424340
VC20562	76bp		I (Bases Mapped)	15047897		2015-04-04 03:18:35.424340
VC20562	76bp		nuclear (Depth of Coverage)	16.3670724648		2015-04-04 03:18:35.424340
VC20562	76bp		nuclear (Length)	100272607		2015-04-04 03:18:35.424340
VC20562	76bp		nuclear (Sum of Depths)	1641169025		2015-04-04 03:18:35.424340
VC20562	76bp		nuclear (Breadth of Coverage)	0.998398047036		2015-04-04 03:18:35.424340
VC20562	76bp		nuclear (Bases Mapped)	100111975		2015-04-04 03:18:35.424340
VC20562	76bp		MtDNA (Breadth of Coverage)	0.982311149775		2015-04-04 03:18:35.424340
VC20562	76bp		MtDNA (Sum of Depths)	5524055		2015-04-04 03:18:35.424340
VC20562	76bp		MtDNA (Length)	13794		2015-04-04 03:18:35.424340
VC20562	76bp		MtDNA (Depth of Coverage)	400.467957083		2015-04-04 03:18:35.424340
VC20562	76bp		MtDNA (Bases Mapped)	13550		2015-04-04 03:18:35.424340
VC20562	76bp		II (Breadth of Coverage)	0.997908428598		2015-04-04 03:18:35.424340
VC20562	76bp		II (Sum of Depths)	240902380		2015-04-04 03:18:35.424340
VC20562	76bp		II (Length)	15279421		2015-04-04 03:18:35.424340
VC20562	76bp		II (Depth of Coverage)	15.7664599987		2015-04-04 03:18:35.424340
VC20562	76bp		II (Bases Mapped)	15247463		2015-04-04 03:18:35.424340
VC20562	76bp		genome (mt_ratio)	24.4679039544		2015-04-04 03:18:35.424340
VC20562	76bp		genome (Bases Mapped)	100125525		2015-04-04 03:18:35.424340
VC20562	76bp		genome (Breadth of Coverage)	0.998395834346		2015-04-04 03:18:35.424340
VC20562	76bp		genome (Sum of Depths)	1646693080		2015-04-04 03:18:35.424340
VC20562	76bp		genome (Length)	100286401		2015-04-04 03:18:35.424340
VC20562	76bp		genome (Depth of Coverage)	16.4199040307		2015-04-04 03:18:35.424340
VC20562	76bp		V (Breadth of Coverage)	0.998849895193		2015-04-04 03:18:35.424340
VC20562	76bp		V (Sum of Depths)	344260453		2015-04-04 03:18:35.424340
VC20562	76bp		V (Length)	20924180		2015-04-04 03:18:35.424340
VC20562	76bp		V (Depth of Coverage)	16.4527571929		2015-04-04 03:18:35.424340
VC20562	76bp		V (Bases Mapped)	20900115		2015-04-04 03:18:35.424340
VC20562	76bp		X (Breadth of Coverage)	0.999135275684		2015-04-04 03:18:35.424340
VC20562	76bp		X (Sum of Depths)	299011485		2015-04-04 03:18:35.424340
VC20562	76bp		X (Length)	17718942		2015-04-04 03:18:35.424340
VC20562	76bp		X (Depth of Coverage)	16.8752448651		2015-04-04 03:18:35.424340
VC20562	76bp		X (Bases Mapped)	17703620		2015-04-04 03:18:35.424340
VC20562	76bp		IV (Breadth of Coverage)	0.998676847704		2015-04-04 03:18:35.424340
VC20562	76bp		IV (Sum of Depths)	287116233		2015-04-04 03:18:35.424340
VC20562	76bp		IV (Length)	17493829		2015-04-04 03:18:35.424340
VC20562	76bp		IV (Depth of Coverage)	16.4124293772		2015-04-04 03:18:35.424340
VC20562	76bp		IV (Bases Mapped)	17470682		2015-04-04 03:18:35.424340
VC20562	76bp		III (Breadth of Coverage)	0.996981746907		2015-04-04 03:18:35.424340
VC20562	76bp		III (Sum of Depths)	222415400		2015-04-04 03:18:35.424340
VC20562	76bp		III (Length)	13783801		2015-04-04 03:18:35.424340
VC20562	76bp		III (Depth of Coverage)	16.1359990615		2015-04-04 03:18:35.424340
VC20562	76bp		III (Bases Mapped)	13742198		2015-04-04 03:18:35.424340
VC30009	76bp		I (Breadth of Coverage)	0.988171054522		2015-04-04 03:22:42.570099
VC30009	76bp		I (Sum of Depths)	246629443		2015-04-04 03:22:42.570099
VC30009	76bp		I (Length)	15072434		2015-04-04 03:22:42.570099
VC30009	76bp		I (Depth of Coverage)	16.3629472851		2015-04-04 03:22:42.570099
VC30009	76bp		I (Bases Mapped)	14894143		2015-04-04 03:22:42.570099
VC30009	76bp		nuclear (Depth of Coverage)	16.2906083413		2015-04-04 03:22:42.570099
VC30009	76bp		nuclear (Length)	100272607		2015-04-04 03:22:42.570099
VC30009	76bp		nuclear (Sum of Depths)	1633501768		2015-04-04 03:22:42.570099
VC30009	76bp		nuclear (Breadth of Coverage)	0.990761325274		2015-04-04 03:22:42.570099
VC30009	76bp		nuclear (Bases Mapped)	99346221		2015-04-04 03:22:42.570099
VC30009	76bp		MtDNA (Breadth of Coverage)	0.982238654487		2015-04-04 03:22:42.570099
VC30009	76bp		MtDNA (Sum of Depths)	5403469		2015-04-04 03:22:42.570099
VC30009	76bp		MtDNA (Length)	13794		2015-04-04 03:22:42.570099
VC30009	76bp		MtDNA (Depth of Coverage)	391.726040307		2015-04-04 03:22:42.570099
VC30009	76bp		MtDNA (Bases Mapped)	13549		2015-04-04 03:22:42.570099
VC30009	76bp		II (Breadth of Coverage)	0.989702685723		2015-04-04 03:22:42.570099
VC30009	76bp		II (Sum of Depths)	245169557		2015-04-04 03:22:42.570099
VC30009	76bp		II (Length)	15279421		2015-04-04 03:22:42.570099
VC30009	76bp		II (Depth of Coverage)	16.0457360917		2015-04-04 03:22:42.570099
VC30009	76bp		II (Bases Mapped)	15122084		2015-04-04 03:22:42.570099
VC30009	76bp		genome (mt_ratio)	24.046127198		2015-04-04 03:22:42.570099
VC30009	76bp		genome (Bases Mapped)	99359770		2015-04-04 03:22:42.570099
VC30009	76bp		genome (Breadth of Coverage)	0.990760153014		2015-04-04 03:22:42.570099
VC30009	76bp		genome (Sum of Depths)	1638905237		2015-04-04 03:22:42.570099
VC30009	76bp		genome (Length)	100286401		2015-04-04 03:22:42.570099
VC30009	76bp		genome (Depth of Coverage)	16.3422480083		2015-04-04 03:22:42.570099
VC30009	76bp		V (Breadth of Coverage)	0.993811561552		2015-04-04 03:22:42.570099
VC30009	76bp		V (Sum of Depths)	346913932		2015-04-04 03:22:42.570099
VC30009	76bp		V (Length)	20924180		2015-04-04 03:22:42.570099
VC30009	76bp		V (Depth of Coverage)	16.5795711947		2015-04-04 03:22:42.570099
VC30009	76bp		V (Bases Mapped)	20794692		2015-04-04 03:22:42.570099
VC30009	76bp		X (Breadth of Coverage)	0.995549677853		2015-04-04 03:22:42.570099
VC30009	76bp		X (Sum of Depths)	305166860		2015-04-04 03:22:42.570099
VC30009	76bp		X (Length)	17718942		2015-04-04 03:22:42.570099
VC30009	76bp		X (Depth of Coverage)	17.2226343988		2015-04-04 03:22:42.570099
VC30009	76bp		X (Bases Mapped)	17640087		2015-04-04 03:22:42.570099
VC30009	76bp		IV (Breadth of Coverage)	0.991295101833		2015-04-04 03:22:42.570099
VC30009	76bp		IV (Sum of Depths)	275294552		2015-04-04 03:22:42.570099
VC30009	76bp		IV (Length)	17493829		2015-04-04 03:22:42.570099
VC30009	76bp		IV (Depth of Coverage)	15.7366664554		2015-04-04 03:22:42.570099
VC30009	76bp		IV (Bases Mapped)	17341547		2015-04-04 03:22:42.570099
VC30009	76bp		III (Breadth of Coverage)	0.983304097324		2015-04-04 03:22:42.570099
VC30009	76bp		III (Sum of Depths)	214327424		2015-04-04 03:22:42.570099
VC30009	76bp		III (Length)	13783801		2015-04-04 03:22:42.570099
VC30009	76bp		III (Depth of Coverage)	15.549225065		2015-04-04 03:22:42.570099
VC30009	76bp		III (Bases Mapped)	13553668		2015-04-04 03:22:42.570099
VC40034	76bp		I (Breadth of Coverage)	0.992013964035		2015-04-04 03:25:20.597168
VC40034	76bp		I (Sum of Depths)	223841720		2015-04-04 03:25:20.597168
VC40034	76bp		I (Length)	15072434		2015-04-04 03:25:20.597168
VC40034	76bp		I (Depth of Coverage)	14.8510665232		2015-04-04 03:25:20.597168
VC40034	76bp		I (Bases Mapped)	14952065		2015-04-04 03:25:20.597168
VC40034	76bp		nuclear (Depth of Coverage)	15.0251798779		2015-04-04 03:25:20.597168
VC40034	76bp		nuclear (Length)	100272607		2015-04-04 03:25:20.597168
VC40034	76bp		nuclear (Sum of Depths)	1506613957		2015-04-04 03:25:20.597168
VC40034	76bp		nuclear (Breadth of Coverage)	0.993507389311		2015-04-04 03:25:20.597168
VC40034	76bp		nuclear (Bases Mapped)	99621576		2015-04-04 03:25:20.597168
VC40034	76bp		MtDNA (Breadth of Coverage)	0.981006234595		2015-04-04 03:25:20.597168
VC40034	76bp		MtDNA (Sum of Depths)	9496928		2015-04-04 03:25:20.597168
VC40034	76bp		MtDNA (Length)	13794		2015-04-04 03:25:20.597168
VC40034	76bp		MtDNA (Depth of Coverage)	688.482528636		2015-04-04 03:25:20.597168
VC40034	76bp		MtDNA (Bases Mapped)	13532		2015-04-04 03:25:20.597168
VC40034	76bp		II (Breadth of Coverage)	0.992206052834		2015-04-04 03:25:20.597168
VC40034	76bp		II (Sum of Depths)	221855828		2015-04-04 03:25:20.597168
VC40034	76bp		II (Length)	15279421		2015-04-04 03:25:20.597168
VC40034	76bp		II (Depth of Coverage)	14.5199106694		2015-04-04 03:25:20.597168
VC40034	76bp		II (Bases Mapped)	15160334		2015-04-04 03:25:20.597168
VC40034	76bp		genome (mt_ratio)	45.8219158926		2015-04-04 03:25:20.597168
VC40034	76bp		genome (Bases Mapped)	99635108		2015-04-04 03:25:20.597168
VC40034	76bp		genome (Breadth of Coverage)	0.993505669827		2015-04-04 03:25:20.597168
VC40034	76bp		genome (Sum of Depths)	1516110885		2015-04-04 03:25:20.597168
VC40034	76bp		genome (Length)	100286401		2015-04-04 03:25:20.597168
VC40034	76bp		genome (Depth of Coverage)	15.1178112873		2015-04-04 03:25:20.597168
VC40034	76bp		V (Breadth of Coverage)	0.995318621805		2015-04-04 03:25:20.597168
VC40034	76bp		V (Sum of Depths)	315836709		2015-04-04 03:25:20.597168
VC40034	76bp		V (Length)	20924180		2015-04-04 03:25:20.597168
VC40034	76bp		V (Depth of Coverage)	15.0943410447		2015-04-04 03:25:20.597168
VC40034	76bp		V (Bases Mapped)	20826226		2015-04-04 03:25:20.597168
VC40034	76bp		X (Breadth of Coverage)	0.998274953437		2015-04-04 03:25:20.597168
VC40034	76bp		X (Sum of Depths)	285600270		2015-04-04 03:25:20.597168
VC40034	76bp		X (Length)	17718942		2015-04-04 03:25:20.597168
VC40034	76bp		X (Depth of Coverage)	16.1183590984		2015-04-04 03:25:20.597168
VC40034	76bp		X (Bases Mapped)	17688376		2015-04-04 03:25:20.597168
VC40034	76bp		IV (Breadth of Coverage)	0.993671139692		2015-04-04 03:25:20.597168
VC40034	76bp		IV (Sum of Depths)	261012443		2015-04-04 03:25:20.597168
VC40034	76bp		IV (Length)	17493829		2015-04-04 03:25:20.597168
VC40034	76bp		IV (Depth of Coverage)	14.9202580521		2015-04-04 03:25:20.597168
VC40034	76bp		IV (Bases Mapped)	17383113		2015-04-04 03:25:20.597168
VC40034	76bp		III (Breadth of Coverage)	0.987496990126		2015-04-04 03:25:20.597168
VC40034	76bp		III (Sum of Depths)	198466987		2015-04-04 03:25:20.597168
VC40034	76bp		III (Length)	13783801		2015-04-04 03:25:20.597168
VC40034	76bp		III (Depth of Coverage)	14.3985673473		2015-04-04 03:25:20.597168
VC40034	76bp		III (Bases Mapped)	13611462		2015-04-04 03:25:20.597168
VC30040	76bp		I (Breadth of Coverage)	0.997914868959		2015-04-04 03:26:58.723622
VC30040	76bp		I (Sum of Depths)	215803862		2015-04-04 03:26:58.723622
VC30040	76bp		I (Length)	15072434		2015-04-04 03:26:58.723622
VC30040	76bp		I (Depth of Coverage)	14.3177845065		2015-04-04 03:26:58.723622
VC30040	76bp		I (Bases Mapped)	15041006		2015-04-04 03:26:58.723622
VC30040	76bp		nuclear (Depth of Coverage)	13.9793086361		2015-04-04 03:26:58.723622
VC30040	76bp		nuclear (Length)	100272607		2015-04-04 03:26:58.723622
VC30040	76bp		nuclear (Sum of Depths)	1401741721		2015-04-04 03:26:58.723622
VC30040	76bp		nuclear (Breadth of Coverage)	0.997657645423		2015-04-04 03:26:58.723622
VC30040	76bp		nuclear (Bases Mapped)	100037733		2015-04-04 03:26:58.723622
VC30040	76bp		MtDNA (Breadth of Coverage)	0.98347107438		2015-04-04 03:26:58.723622
VC30040	76bp		MtDNA (Sum of Depths)	4953067		2015-04-04 03:26:58.723622
VC30040	76bp		MtDNA (Length)	13794		2015-04-04 03:26:58.723622
VC30040	76bp		MtDNA (Depth of Coverage)	359.074017689		2015-04-04 03:26:58.723622
VC30040	76bp		MtDNA (Bases Mapped)	13566		2015-04-04 03:26:58.723622
VC30040	76bp		II (Breadth of Coverage)	0.9974268004		2015-04-04 03:26:58.723622
VC30040	76bp		II (Sum of Depths)	208573787		2015-04-04 03:26:58.723622
VC30040	76bp		II (Length)	15279421		2015-04-04 03:26:58.723622
VC30040	76bp		II (Depth of Coverage)	13.6506342092		2015-04-04 03:26:58.723622
VC30040	76bp		II (Bases Mapped)	15240104		2015-04-04 03:26:58.723622
VC30040	76bp		genome (mt_ratio)	25.6861070197		2015-04-04 03:26:58.723622
VC30040	76bp		genome (Bases Mapped)	100051299		2015-04-04 03:26:58.723622
VC30040	76bp		genome (Breadth of Coverage)	0.997655694115		2015-04-04 03:26:58.723622
VC30040	76bp		genome (Sum of Depths)	1406694788		2015-04-04 03:26:58.723622
VC30040	76bp		genome (Length)	100286401		2015-04-04 03:26:58.723622
VC30040	76bp		genome (Depth of Coverage)	14.026775056		2015-04-04 03:26:58.723622
VC30040	76bp		V (Breadth of Coverage)	0.998692182919		2015-04-04 03:26:58.723622
VC30040	76bp		V (Sum of Depths)	294864210		2015-04-04 03:26:58.723622
VC30040	76bp		V (Length)	20924180		2015-04-04 03:26:58.723622
VC30040	76bp		V (Depth of Coverage)	14.0920318024		2015-04-04 03:26:58.723622
VC30040	76bp		V (Bases Mapped)	20896815		2015-04-04 03:26:58.723622
VC30040	76bp		X (Breadth of Coverage)	0.996722208358		2015-04-04 03:26:58.723622
VC30040	76bp		X (Sum of Depths)	246981096		2015-04-04 03:26:58.723622
VC30040	76bp		X (Length)	17718942		2015-04-04 03:26:58.723622
VC30040	76bp		X (Depth of Coverage)	13.9388173402		2015-04-04 03:26:58.723622
VC30040	76bp		X (Bases Mapped)	17660863		2015-04-04 03:26:58.723622
VC30040	76bp		IV (Breadth of Coverage)	0.998237035471		2015-04-04 03:26:58.723622
VC30040	76bp		IV (Sum of Depths)	244170255		2015-04-04 03:26:58.723622
VC30040	76bp		IV (Length)	17493829		2015-04-04 03:26:58.723622
VC30040	76bp		IV (Depth of Coverage)	13.957507816		2015-04-04 03:26:58.723622
VC30040	76bp		IV (Bases Mapped)	17462988		2015-04-04 03:26:58.723622
VC30040	76bp		III (Breadth of Coverage)	0.996528969041		2015-04-04 03:26:58.723622
VC30040	76bp		III (Sum of Depths)	191348511		2015-04-04 03:26:58.723622
VC30040	76bp		III (Length)	13783801		2015-04-04 03:26:58.723622
VC30040	76bp		III (Depth of Coverage)	13.8821295374		2015-04-04 03:26:58.723622
VC30040	76bp		III (Bases Mapped)	13735957		2015-04-04 03:26:58.723622
VC40069	76bp		I (Breadth of Coverage)	0.97706528355		2015-04-04 03:34:05.850633
VC40069	76bp		I (Sum of Depths)	83108131		2015-04-04 03:34:05.850633
VC40069	76bp		I (Length)	15072434		2015-04-04 03:34:05.850633
VC40069	76bp		I (Depth of Coverage)	5.51391573518		2015-04-04 03:34:05.850633
VC40069	76bp		I (Bases Mapped)	14726752		2015-04-04 03:34:05.850633
VC40069	76bp		nuclear (Depth of Coverage)	5.58516469009		2015-04-04 03:34:05.850633
VC40069	76bp		nuclear (Length)	100272607		2015-04-04 03:34:05.850633
VC40069	76bp		nuclear (Sum of Depths)	560039024		2015-04-04 03:34:05.850633
VC40069	76bp		nuclear (Breadth of Coverage)	0.98080325168		2015-04-04 03:34:05.850633
VC40069	76bp		nuclear (Bases Mapped)	98347699		2015-04-04 03:34:05.850633
VC40069	76bp		MtDNA (Breadth of Coverage)	0.989198202117		2015-04-04 03:34:05.850633
VC40069	76bp		MtDNA (Sum of Depths)	3239809		2015-04-04 03:34:05.850633
VC40069	76bp		MtDNA (Length)	13794		2015-04-04 03:34:05.850633
VC40069	76bp		MtDNA (Depth of Coverage)	234.870885892		2015-04-04 03:34:05.850633
VC40069	76bp		MtDNA (Bases Mapped)	13645		2015-04-04 03:34:05.850633
VC40069	76bp		II (Breadth of Coverage)	0.979292736289		2015-04-04 03:34:05.850633
VC40069	76bp		II (Sum of Depths)	82372247		2015-04-04 03:34:05.850633
VC40069	76bp		II (Length)	15279421		2015-04-04 03:34:05.850633
VC40069	76bp		II (Depth of Coverage)	5.39105814284		2015-04-04 03:34:05.850633
VC40069	76bp		II (Bases Mapped)	14963026		2015-04-04 03:34:05.850633
VC40069	76bp		genome (mt_ratio)	42.0526338837		2015-04-04 03:34:05.850633
VC40069	76bp		genome (Bases Mapped)	98361344		2015-04-04 03:34:05.850633
VC40069	76bp		genome (Breadth of Coverage)	0.980804406372		2015-04-04 03:34:05.850633
VC40069	76bp		genome (Sum of Depths)	563278833		2015-04-04 03:34:05.850633
VC40069	76bp		genome (Length)	100286401		2015-04-04 03:34:05.850633
VC40069	76bp		genome (Depth of Coverage)	5.61670203919		2015-04-04 03:34:05.850633
VC40069	76bp		V (Breadth of Coverage)	0.983129422515		2015-04-04 03:34:05.850633
VC40069	76bp		V (Sum of Depths)	117463593		2015-04-04 03:34:05.850633
VC40069	76bp		V (Length)	20924180		2015-04-04 03:34:05.850633
VC40069	76bp		V (Depth of Coverage)	5.61377282168		2015-04-04 03:34:05.850633
VC40069	76bp		V (Bases Mapped)	20571177		2015-04-04 03:34:05.850633
VC40069	76bp		X (Breadth of Coverage)	0.990031007495		2015-04-04 03:34:05.850633
VC40069	76bp		X (Sum of Depths)	104071192		2015-04-04 03:34:05.850633
VC40069	76bp		X (Length)	17718942		2015-04-04 03:34:05.850633
VC40069	76bp		X (Depth of Coverage)	5.87344278231		2015-04-04 03:34:05.850633
VC40069	76bp		X (Bases Mapped)	17542302		2015-04-04 03:34:05.850633
VC40069	76bp		IV (Breadth of Coverage)	0.981456889741		2015-04-04 03:34:05.850633
VC40069	76bp		IV (Sum of Depths)	98351521		2015-04-04 03:34:05.850633
VC40069	76bp		IV (Length)	17493829		2015-04-04 03:34:05.850633
VC40069	76bp		IV (Depth of Coverage)	5.62206941659		2015-04-04 03:34:05.850633
VC40069	76bp		IV (Bases Mapped)	17169439		2015-04-04 03:34:05.850633
VC40069	76bp		III (Breadth of Coverage)	0.970342142926		2015-04-04 03:34:05.850633
VC40069	76bp		III (Sum of Depths)	74672340		2015-04-04 03:34:05.850633
VC40069	76bp		III (Length)	13783801		2015-04-04 03:34:05.850633
VC40069	76bp		III (Depth of Coverage)	5.41739829239		2015-04-04 03:34:05.850633
VC40069	76bp		III (Bases Mapped)	13375003		2015-04-04 03:34:05.850633
VC30169	100bp		I (Breadth of Coverage)	0.994091863331		2015-04-04 03:35:23.111781
VC30169	100bp		I (Sum of Depths)	231002364		2015-04-04 03:35:23.111781
VC30169	100bp		I (Length)	15072434		2015-04-04 03:35:23.111781
VC30169	100bp		I (Depth of Coverage)	15.3261486499		2015-04-04 03:35:23.111781
VC30169	100bp		I (Bases Mapped)	14983384		2015-04-04 03:35:23.111781
VC30169	100bp		nuclear (Depth of Coverage)	15.3511864013		2015-04-04 03:35:23.111781
VC30169	100bp		nuclear (Length)	100272607		2015-04-04 03:35:23.111781
VC30169	100bp		nuclear (Sum of Depths)	1539303481		2015-04-04 03:35:23.111781
VC30169	100bp		nuclear (Breadth of Coverage)	0.99513629879		2015-04-04 03:35:23.111781
VC30169	100bp		nuclear (Bases Mapped)	99784911		2015-04-04 03:35:23.111781
VC30169	100bp		MtDNA (Breadth of Coverage)	0.99470784399		2015-04-04 03:35:23.111781
VC30169	100bp		MtDNA (Sum of Depths)	8929126		2015-04-04 03:35:23.111781
